description,label
แจ้งเรื่องทุจริตของเจ้าหน้าที่รัฐ,กรุงเทพโปร่งใส&ทุจริต
เขตดาวคะนอง/ตลาดพลู เส้นทางม้าลาย ตรง ใต้ BTS ตลาดพลู ซอย เทอดไท 33 เส้นเลือนมากค่ะ,"('ถนน', 'ทางม้าลาย')"
กิ่งไม้บัง ไฟให้รถหยุด ทางม้าลาย ถนนอิสรภาพ,ต้นไม้
ทางม้าลายหายไป,"('ถนน', 'ทางม้าลาย')"
ทำทางไม่มีทางเดิน,"('ทางเท้า', 'ทางเท้าชำรุด')"
1.ซากรถเก่าขีดขวางถนนเป็นเวลานาน,"('ถนน', 'รถจอดขวางถนน')"
มีแต่พิกัดบริเวณใกล้เคียงค่ะ,reject
ต้นไม้ยื่นล้ำถนนเป็นอันตรายต่อผู้โดยสารรถเมล์,ต้นไม้
ไม่มีหน่วยงานเข้ามาแก้ปัญหาการสูบบุหรี่หน้าอพาร์ทเมนท์ เฮือนเฮา (รัชดา ซอย 7) ซึ่งมีผู้อยู่อาศัยจำนวนมาก และมีผู้มีอาการสำลักควันอย่างหนักเพิ่มขึ้นทุกชั่วโมง หน่วยงานที่เกี่ยวข้องควรเข้ามาดำเนินการโดยด่วน ก่อนจะมีผู้เสียชีวิตเพราะการก่ออาชญากรรมของคนในสังคมไม่กี่คน,มลภาวะทางอากาศ
อยากสอบถามถนนหลวงสามารถเอายางมาวางแบบนี้ได้เหรอคะ,"('ถนน', 'รถจอดขวางถนน')"
1.อยากให้ช่วยแก้ไขปัญหาการจราจรแถวพระยาสุเรนทร์ค่ะ หรือเรียกว่ากีบหมู ปัญหารถจอดไหล่ทางและที่ห้ามจอดเยอะมากๆ 2.รถจอดบนถนนจนจอดเป็นที่ประจำ จากถนนมี 4 เลน เหลือแค่2  3.ปัญหาแหล่งมั่วสุมและส่งเสียงดังรบกวนยามวิกาลค่อนข้างมีหลายที่มากๆ,จราจร
ไฟทางเท้าไม่ติด ตอนกลางคืนเดินเเล้วเปลี่ยวมาก,"('ทางเท้า', 'ทางเท้าชำรุด')"
น้ำท่วมบ้าน,น้ำท่วม
1.ประตูห้องน้ำ รร.เด็กประถม ทุกชั้น พัง กลอนประตูห้องน้ำ ลูกบิดประตูชำรุด ไม่ได้รับการเปลี่ยนและแก้ไข สายชำระ ในห้องน้ำพัง เด็กไม่กล้าเข้า เพราะกลัวมีคนมาแอบดู เด็กรู้สึกไม่ปลอดภัย ไม่ใช่เปลี่ยนแค่ก็อกน้ำ..รบกวนตรวจสอบทุกชั้นเลยค่ะ เพราะเป็นทุกห้อง ห้องน้ำเด็กเข้าไม่ได้เลย ช่วยให้ความสำคัญต่อสุขอนามัยของเด็กเท่าเทียมกับครูด้วยค่ะ,อาคารสถานที่ชำรุด
ต้อการตัดต้นไม้ในบ้าน โทรไปถาม เขตบางกะปิ เจ้าหน้าที่บอกให้ลงแจ้งขอรับบริการตัดต้นไม้ในบ้าน เขตบางกะปิ ผ่าน BMAQ. แต่จองคิว ไปหลายรอบ ก็ไม่ได้รับการติดต่อใดๆกลับมาค่ะ,ต้นไม้
ปัญหาทางข้ามถนนค่ะ,"('ถนน', 'ทางม้าลาย')"
ทางลาดที่คอสะพานข้ามคลองบางซื่อตรงจตุจักร (ตรงร้านอาหารหัวปลาหม้อไฟริมคลองบางซื่อ) ชันเกินไปค่ะ จนท.มาทำทางเดินสะพานใหม่แต่ชันมากขึ้น เวลาเดินลงอันตรายต่อผู้สูงอายุ และผู้พิการค่ะ,การเข้าถึงของคนพิการ&ผู้สูงอายุ
ถนนเป็นหลุมลึก พอสัญจรตอนกลางคืนทำให้เกิดอุบัติเหตุมอไซค์ตกหลุมและล้ม,"('ถนน', 'พื้นผิวถนนชำรุด')"
รบกวนช่วยแก้ไขท่อน้ำทิ้งหน้าบ้านให้หน่อยครับ น้ำตันจนเอ่อปากท่อ,ประปา
ขอบปูนฝาท่อระบายน้ำแตก มีคนเดินตกลงไปแล้ว หน้าร้านป้าย่า ตรงข้ามห้างดองกิ ซ. เอกมัย 5  เขตวัฒนา,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
บริเวณหน้าร้านขายกับข้าวหน้าตลาดฝาท่อชำรุดมากเลยค่ะ,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
ขณะนี้เป็นเวลาค่ำคืนแล้วยังปล่อยแมวมาเยี่ยวหน้าประตูบ้านส่งกลิ่นเหม็นฉุนเวียนหัวกันทั้งบ้านแจ้งครั้งที่3.แล้วขอให้ผอ.เขตจอมทองเร่งแก้ไขด่วน,สัตว์
ปัญหาตอนเกิดเรื่องเขตประเวศนิ่งเฉย ไม่ใส่ใจประชาชน และระบบแจ้งเตือนไม่มีในอีก49สำนักงานเขต การอพยพและให้ประชาชนระวังกลิ่นสารพิษ  อยากให้ผู้ว่าสมุทรปราการและทุกฝ่านมาประชุมกับกรุงเทพมหานคร  หารือแก้ปัญหามลพิษโรงงานอุตสาหกรรม  ที่ยังมีอีกมากที่ไม่ได้สำรวจ เหมือนโรงงานหมิงตี้มี่ระเบิดไป,มลภาวะทางอากาศ
อยากให้ช่วยแก้ไขปัญหาคนไร้บ้าน ช่วยจัดสถานที่ที่เหมาะสม เนื่องจากคนกลุ่มนี้อาศัยอยู่บริเวณใต้สะพานลอย หรือทางเท้า  บางรายมีอาการทางจิตประสาท สร้างความหวาดกลัวและความไม่ปลอดภัย โดยเฉพาะเวลากลางคืน ทั้งยังขับถ่ายไม่เป็นที่เป็นทาง  ไม่ถูกสุขลักษณะ ตำแหน่งที่พบคือบริเวณสะพานลอยคนข้ามหน้าสถานีตำรวจฯ บางซื่อ และทางเท้าบนถนนพหลโยธินซอย12-14,คนไร้บ้าน&ขอทาน
คนไร้บ้านค่ะ พิกัด ทางลงบีทีเอสนานา ฝั่งโอเนสทาวเวอร์,คนไร้บ้าน&ขอทาน
1.แมวจรหลายตัว กัดพนักงานบริษัท และทำให้ออฟฟิศสกปรก,สัตว์
บ้านหลังนี้สร้างคล่อมคลอง อยู่ในที่สาธารณะและน่าจะกีดขวางการระบายนำ้ในคลอง ปล่อยของเสียและทิ้งขยะลงคลอง เขตควรมาดูแลและจัดการให้รื้อถอนออกไป สร้างปัญหาขยะและขวางทางนำ้ด้วย,"('ขยะ', 'น้ำเน่าเสีย')"
ณ วันที่ 25/7/65 เวลา17.40 น. ยังมีการจอดรถขายของเหมือนเดิมค่ะ ไม่มีการเกรงกลัวเจ้าหน้าที่,"('ถนน', 'รถจอดขวางถนน')"
น้ำไม่ไหลตอนกลางคืน แล้วไม่เคยมีใครมาแจ้งว่าน้ำไม่ไหล หรือจะปิดน้ำ,ประปา
ทางเดินเท้าหน้าอาคารพิกุลทอง ล่ำซำ กรุ๊ป  ถนนเพชรบุรีตัดใหม่ ฝาท่อระบายน้ำอยู่ต่ำกว่าทางเท้าค่ะ,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
ฝาท่อชำรุด (อินทามระ45),"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
ปัญหา :  สิ่งกีดขวางทางเท้า / รถจักรยานขับและจอดบนทางเท้า ตำแหน่ง : บริเวณซอยรามคำแหง 59 ถึง ซอยรามคำแหง 65 แขวงหัวหมาก เขตบางกะปิ กทม,"('ทางเท้า', 'รถจอดขวางทางเท้า')"
เขตราษฎร์บูรณะ ซอยสุขสวัสดิ์26,reject
ขอทางม้าลายเพื่อข้ามถนน ลดความเสี่ยงในการเกิดอุบัติเหตุ,"('ถนน', 'ทางม้าลาย')"
เรื่องคนไร้บ้าน สร้างสิ่งสกปรกเลอะเทอะ และดูอันตรายต่อเด็กและคนที่เดินผ่าน รวมถึงเรื่องของการอาจเป็นแหล่งของโรคระบาดได้,คนไร้บ้าน&ขอทาน
ฝาท่อระบายน้ำยุบตัวละพังค่ะ,"('ถนน', 'ท่อระบายน้ำบนถนน')"
ภาพเพิ่มเติมขอทานต่างชาติใต้สะพานลอยบีทีเอสอโศก,คนไร้บ้าน&ขอทาน
ป้ายรถเมล์หน้าซอยเจริญรัถ16/1 โดนถอนไปนานมากแล้ว ไม่แน่ใจว่าถอนไปทำไม แต่ไม่เอามาคืน ตอนนี้เอาไม้แขวนเสื้อห้อยไว้น่าเกลียดสุดๆ,รถสาธารณะ
ป้ายรถเมล์ที่นั่งชำรุด ไม่สามารถนั่งพักหรือวางของระหว่างรอรถได้,อุปกรณ์ชำรุด
// เขตบางนา ไม่ซ่อมฝาท่อเเตกให้ กรณีนี้เเม้เอกชน ศ ปกครองเคยตัดสินเเล้วว่า ต้องบริการสาธารณะต่อไป,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
อยากให้มาซ่อมแซมอุปกรณ์การออกกำลังกายที่สวนสุขภาพที่หมู่บ้านนักกีฬา,อุปกรณ์ชำรุด
ตรงนี้มันควรเป็นถนน2เลน  แต่จะเห็นว่ารถจอดจนเหลือ1เลน ครับ,"('ถนน', 'รถจอดขวางถนน')"
สวัสดีค่ะ พอดีว่าถนน สัญจร ของซอยเพชรบุรี 3 มีเนินขนาดใหญ่อยู่กลางซอย เกยเข้ามาถึงกลางถนน เวลารถขับเข้าผ่าน เกิดปัญหาใต้ท้องรถขูดค่ะ,"('ถนน', 'พื้นผิวถนนชำรุด')"
ป้ายรถเมล์หน้าปากซอยรามคำแหง 194 สภาพแย่มากครับ หลังคากับสายไฟพังลงมาหมดเลย,รถสาธารณะ
ขอให้ดูแลคนไร้บ้านบริเวณถนนประชาอุทิศ 53 ป้ายรถเมล์เขตทุ่งครุกรุงเทพมหานคร,คนไร้บ้าน&ขอทาน
บริเวณเกาะกลางถนนนิมิตใหม่ ตรงหน้าบริษัท อาหารยอดคุณ ขยะตรงเกาะกลางถนน ไม่มีรถขยะมากวาดเลย หลายสัปดาห์แล้ว,"('ขยะ', 'ขยะ')"
ค้าขายบนทางเท้าใช้รถเข็นไม่ได้,"('ทางเท้า', 'หาบเร่แผงลอย')"
ฝากซ่อมทางเดินให้หน่อยได้ไหมคะ บริเวณทางเดินไปโรงพยาบาลเทพธารินทร์น่ะค่ะ เคยสะดุดไป กลัวมีคนสะดุดน่ะค่ะ,"('ทางเท้า', 'ทางเท้าชำรุด')"
ขยะบนทางเท้าที่พัง,"('ขยะ', 'ขยะ')"
รถขยะไม่ยอม มาเก็บขยะทุกวัน  ดูไม่เรียบร้อย ส่งกลิ่นด้วยครับ,"('ขยะ', 'ขยะ')"
ฝาคอนกรีตท่อระบายน้ำแตก ถนน ลาดพร้าว ซอย 12 แยก 2-2,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
ร้านรับทำตรายาง นานาศิลป์ ธนภัทร ตั้งอยู่บนถนนสามเสน ใกล้กับซอยสามเสน 10 มีการวางของล้ำบนทางบนทางเท้าทั้ง 2 ฝั่ง ถ้าเป็นผู้พิการที่ใช้รถเข็นจะสัญจรผ่านบริเวณนี้ได้ไม่สะดวก,"('ทางเท้า', 'หาบเร่แผงลอย')"
ทางเข้าซอยบ้านค่ะ เป็นบ้านร้างไปครึ่งซอย เวลาเดินเข้าบ้านอันตรายเนื่องจากมีคนจรจัดมานอนในตัวบ้าน และมีต้นไม้บังจากไฟทางด่วนค่ะ,คนไร้บ้าน&ขอทาน
ชุมชนของเราได้รับความเดือดร้อนมานาน  ในเรื่องของเสียง  กลิ่น    ค่ะ,เสียง
มีรถจอดขวางเลนซ้ายสุดตลอดเวลา โดนเฉพาะรถส่งของ7-11,จราจร
ปัญหาแมวจรจัดในซอยบ้าน ท้องวนเกิดใหม่ไม่ได้รับการทำหมันค่ะ,สัตว์
ไฟบนยกระดับบรมราชชนนี ไม่ติดค่ะ ตรงก่อนถึงโลตัสปิ่นเกล้า ตามยกระดับบางจุดก็ไม่ติด,"('ไฟฟ้า', 'ไฟส่องสว่าง')"
มีขยะผักตบชวาบริเวณคูคลองตามภาพ,"('ขยะ', 'น้ำเน่าเสีย')"
แจ้งซ่อมไฟข้ามทางม้าลายค่ะ,"('ถนน', 'ทางม้าลาย')"
ไฟส่งสว่างในซอย ดับ ทำให้ ซอยมืด ตอนมาติดตั้งใหม่ๆ ใช้งานได้แค่ 2-3 เดือน แล้วก็เสีย แจ้งให้มาซ่อม ก็ลอกว่ารอเดี๋ยวๆ,"('ไฟฟ้า', 'ไฟส่องสว่าง')"
เสียงดังมากๆ วันเสาร์มันยังไม่หยุด,เสียง
อยากให้ช่วยขยายถนนครับ,"('ถนน', 'พื้นผิวถนนชำรุด')"
อยากให้ทำทางม้าลายให้ชัดเจน ขึ้น ตอนนี้ม้าลายไม่มีลายแล้วค่ะ เวลาข้ามถนนลำบากมากค่ะยิ่งตอนนี้มีลูกต้องข้ามถนนตรงนี้ทุกวัน ค่ะ,"('ถนน', 'ทางม้าลาย')"
ทางเท้าตรง bts ช่องนนทรีย์ เน่าตลอดทาง,"('ทางเท้า', 'ทางเท้าชำรุด')"
สวัสดีค่ะ อยากได้สวนสาธารณะ ท้ายซอยลาซาลบ้างค่ะ แถวนี้ไม่มีสวนสาธารณะเลย,สวนสาธารณะ
ระหว่างการขับรถเข้าไปในตลาดมหานาค มีรถเข็น รถกระบะจอดไม่เป็นระเบียบ รก และสกปรกมากๆค่ะ อีกทั้งระหว่างก็จะมีรถส่งของหรือรถเข็นจอดทิ้งไว้ ทำให้ประชาชนที่จะเดินทางเข้าไปลำบากมากค่า,"('ขยะ', 'ขยะ')"
การประปานครหลวง,ประปา
อยากให้ กทม ช่วยส่งคนมาตัดต้นไม้ในที่ีร้างบริเวณซอยอินทามระ 31,ต้นไม้
บริเวณลำรางระบายน้ำ ซอยจรัญสนิทวงศ์ 37 มีต้นไม้ใหญ่มากอยู่บริเวณหลังบ้านพอดี  เวลามีฝนหรือพายุกลัวว่าจะหักโค่นลงมาทับบ้านค่ะ,ต้นไม้
ฝาปิดท่อระบายน้ำ แตก  ตามภาพต้องใช้ ไม้มาปิดเป็นฝาแทน ครับ,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
ท่อประปาแตก,ประปา
L-Box Bar & Bisrto เปิดเครื่องเสียงดังมากทำให้ไม่สามารถนอนได้ เสียงเบสหนักสะเทือนถึงซ.ทวีวัฒนา21 เริม่เปิดเพลง21:00-0.30 ทุกวัน,เสียง
ซ่อมรถบนถนนซอย,จราจร
คนเร่ร่อนเช็ดกระจกที่สี่แยก,คนไร้บ้าน&ขอทาน
อยากให้อนุญาตให้สุนัขเข้าสวนสาธารณะได้ค่ะ,สวนสาธารณะ
ขายอาหารข้างทางบนฟุตบาทและบนถนน  ทำจราจรติดขัดทุกเช้า ต้น ซ.สุขุมวิท 31 ตรงข้าม Wine Connection,"('ทางเท้า', 'ทางเท้าชำรุด')"
ไม่มีถังขยะสำหรับทิ้งขยะ ใส่ถุงดำวางข้างถนน,"('ขยะ', 'ขยะ')"
คลองสาธารณะในซอยอินทาปัจ 9 วัดราษฎร์บํารุง เพชรเกษม 69 เขตบางแค มีขยะและต้นไม้ปกคลุมมาตลอดมากกว่า 5 ปีไม่เคยมีหน่วยงานไหนเข้ามาดูเลยเลยค่ะ(ยุงและสัตว์เลื่อยคลายเยอะมากๆค่ะ),"('ขยะ', 'น้ำเน่าเสีย')"
1.สวัสดีค่ะ ขอร้องเรียนเรื่องปัญหาการเผาขยะริมรั้วนอกหมู่บ้านพฤกษาวิลล์รามคำแหง-วงแหวนค่ะ ด้านนอกเป็นที่เลียบคลองวัดลาดบัวขาวค่ะ เผาขยะบ่อยเกือบทุกวันค่ะ มีเด็กเล็กต้องทนสูดกลิ่นควันพิษทุกวันเลยค่ะ,มลภาวะทางอากาศ
และรถขับย้อนสอน,จราจร
เพราะมีคนแก่ล้มหลายคนมาก ในซอยเป็นที่มอไซค์ขับทั้งวันครับ,การเข้าถึงของคนพิการ&ผู้สูงอายุ
ถนนประชาราษฎร์สาย 2 ระหว่างMRT  เตาปูน ถึง บางโพ ถนนเสียมาก มานานแล้ว ไม่เรียบจากการก่อสร้าง,"('ถนน', 'พื้นผิวถนนชำรุด')"
อยากให้จัดที่ทางให้คนไร้บ้าน ที่ไม่รบกวนประชาชนและเด็กๆนักเรียนค่ะ ขอบคุณมากๆค่ะ,คนไร้บ้าน&ขอทาน
1.มลพิษทางเสียงจากร้านเหล้า 2.ตำแหน่งซอยนวมินทร์ 68 เขตบึงกุ่ม,เสียง
วางของกีดขวางช่องจราจร brt,"('ถนน', 'รถจอดขวางถนน')"
ติดไฟและกล้องวงจรปิดเพิ่ม ตรงซอยใหญ่ตรงข้ามสวนสาธารณะนวมินทร์ที่ท่านผู้ว่าเพิ่มมาเยี่ยมเยียนประชาชนอาทิตย์นี้,สวนสาธารณะ
คนจรจัดชายหนุ่มนอนบนสะพานลอยหน้าโอสถสภา ผู้หญิงเดินข้ามเกรงจะมีอันตรายในเวลากลางคืน,คนไร้บ้าน&ขอทาน
▫️ฝาท่อระบายน้ำที่ถนนมีร่อง▫️ ดิฉันปั่นจักรยานหลบมอเตอร์ไซค์แล้วล้อจักรยานตกเข้าไปในร่องฝาระบายน้ำจนเกือบได้รับบาดเจ็บ รบกวนมาแก้ไขให้ด้วยนะคะ สถานที่▫️ซอยเอกมัย30 ฝั่งวินมอเตอไซค์  ยังไงลองเดินสำรวจดูนะคะ ขอบคุณค่ะ,"('ถนน', 'ท่อระบายน้ำบนถนน')"
ตำรวจล้อเลียนพระสงฆ์,กรุงเทพโปร่งใส&ทุจริต
บ้านเลขที่559/147 ต่อเติมด้านข้างบ้านเป็นโกดังเก็บสินค้า ผิดจากที่ขออนุญาติก่อสร้างไว้ และไม่มีรางน้ำ ฝนตกน้ำจะไหลลงมาด้านข้างที่เป็นที่สาธารณะหมู่บ้าน ทำธุรกิจขนส่งไม่ได้จดทะเบียน เก็บสินค้าประเภทสารซักฟอก ส่งกลิ่นรบกวนบ้านข้างเคียง รถส่งสินค้าเป็นรถแต่งเสียงดังควันดำ แจ้งเขตยานนาวาแล้วเงียบสงสัยเส้นใหญ่มาก ขอแจ้งเป็นเรื่องทุจริตของเจ้าหน้าที่แทนครับ,กรุงเทพโปร่งใส&ทุจริต
เขตลาดกระบังครับ พิกัด: แยก ถนนกิ่งแก้วตัดกับถนนลาดกระบังครับ ปัญหา:  พนักงานบริษัท และบุคคลทั่วไปแถวนี้ เดินข้ามทางม้าลายกันลำบากมากครับ แม้กระทั้งทางม้าลายแทบจางไม่เห็น หรือ หลุดหมดแล้วครับ อย่าพูดถึงสัญญาญไฟเลยครับ ไม่ติดมาตลอดเลยครับ สงสารคนแก่กับเด็กที่เดินข้ามครับ รบกวนด้วยนะครับ,"('ถนน', 'ทางม้าลาย')"
แจ้งขอทานมีเด็กอ่อน  1300 มาสองรอบ ยังคงไม่ไปไหน ตำแหน่งทางขึ้นสะพานลอย(ปูน)ฝั่งตรงข้ามเซนทรัลปิ่นเกล้า,คนไร้บ้าน&ขอทาน
ขอทานหน้า รร.โยนออฟอาร์ค สามเสน 13 ดุสิต,คนไร้บ้าน&ขอทาน
ฝาท่อระบายน้ำปิดอยู่ หน้าร้าน Maldieves เหม่งจ๋าย,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
ด่วนนะคับ ขอบคุณคับ,reject
ฝาท่อ ตะแกรงเหล็กผุจนอาจเกิดอุบัติเหตุได้   หน้าคอนโด LPN ซอยสุขุมวิท 41 (ภิรมย์),"('ถนน', 'ท่อระบายน้ำบนถนน')"
วินมอเตอร์ไซค์ เก็บราคาค่าบริการแพงเกินไปค่ะ นั่งจากcentral worldไปสยามคิดราคา60บาท ทั้งๆที่มอเตอร์ไซค์สามารถทะลุหลังเซ็นทรัลเวิล์ดได้เลยค่ะ ระยะทางไม่ถึง1กมแน่นอนค่ะ,วินมอเตอร์ไซค์
ตามที่แจ้งไปด้านบนครับ,reject
ทุ่งเศรษฐี 18  บ้านเลขที่4  เขตประเวศ ยังพบปัญหากลิ่นอาหาร ทำไมเขตไม่จัดการให้ดี,มลภาวะทางอากาศ
"ผมอยากให้ตั้งสมาคม, มูลนิธิ, องค์กร   ที่เป็นนามธรรมเพื่อรวบรวมคนพิการ  เพื่อช่วยเหลือ, เรียกร้อง, เป็นตัวแทน, ติดตามตรวจสอบ ได้ แล้วยังจะสามารถวัดประสิทธิภาพได้ว่าทำไปหรือทำได้เท่าไร    มากกว่าไปเยี่ยมเป็นคนๆครับ",การเข้าถึงของคนพิการ&ผู้สูงอายุ
อยากให้ช่วยตัดแต่งต้นไม้,ต้นไม้
พ่อค้าร้านผักวางของล้ำลงมาบนทางเท้า,"('ทางเท้า', 'หาบเร่แผงลอย')"
ต้นไม้รกเข้าถนน,ต้นไม้
ฟุตบาทโดนรถชน แล้วแตก พอดีมันติดกับฝาท่อระบายน้ำสภาพเป็นตามรูปภาพ คนที่ใช้ทางเท้าสัญจรไม่สะดวก ต้องเลี่ยงเดินลงบนถนนแทน ซึ่งเสี่ยงต่อการโดนรถเฉี่ยวชน และคนพิการที่นั่งรถเข็นก็ใช้เส้นทางนี้ลำบาก เคยเห็นทางเทศกิจมาดูหลายครั้งแล้ว แต่ก็ยังไม่มีการปรับปรุงซ่อมแซมพื้นที่นี้ (เคยแจ้งเรื่องไปวันที่ 23 มิถุนายน 2565 พอเรื่องถึงสำนักงานโยธา กทม. ก็ยังไม่มีการดำเนินการใดใด),การเข้าถึงของคนพิการ&ผู้สูงอายุ
ย่าขึ้นรถครับรบกวนประสานงานช่วยมาตัดให้ด้วยครับขอบคุณครับ,ต้นไม้
น้ำท่วมในซอยเสนานิคม 1 ตั้งแต่เลี้ยวเข้ามาทางถนนเกษตรนวมินทร์ และเลี้ยวซ้ายเข้าซอยจนสุดซอยบริเวณวงเวียนแท็งค์น้ำเขียว ค่ะ หรืออย่างน้อยปรับพื้นผิวถนนบริเวณโค้งรถทัวร์สุดซอยให้สูงขึ้น ขอบคุณค่ะ,น้ำท่วม
1.แจ้งเรื่องการเผาหญ้า เผาขยะใกล้กับเขตชุมชนทำให้เกิดควันมลพิษทางอากาศแก่ผู้อยู่อาศัย และโดยเฉพาะผู้ที่ออกกำลังกายบริเวณสวนสาธารณะ,มลภาวะทางอากาศ
วินมอเตอร์ไซค์รับจ้างขับรถเร็วเสียวตายใครรับผิดชอบ เลือกคนขับก็ไม่ได้ ไม่รู้ร้างเรียนใครที่ไหนมาตรวจสอบหน่อย เสื้อวินก็ไม่มีชื่อคนขับน่ากลัวมาก,วินมอเตอร์ไซค์
น้ำท่วมขังซอยเพชรเกษม 55/2 เมื่อมีฝนตกหนัก หรือตกเป็นเวลานาน,น้ำท่วม
มีการก่อสร้างที่ทำให้เกิดเสียงดังรบกวนเป็นอย่างมาก แจ้งเขตแล้วเขตประสานกับสำนักสิ่งแวดล้อม กทม สำนักสิ่งแวดล้อม กทม ไม่ยอมมาตรวจวัดค่าเสียงซักทีดำเนินการมาเกิน 2 อาทิตย์แล้ง,เสียง
คนแก่ เดินสะดุดเท้า พลิก หลายคนละครับ,การเข้าถึงของคนพิการ&ผู้สูงอายุ
เจาะถนนตอนเที่ยงคืน,เสียง
โคมไฟแสงสว่างไม่ติด,"('ไฟฟ้า', 'ไฟส่องสว่าง')"
ใครรับปิดชอบ,reject
เรื่องน้ำท่วมที่หมู่บ้านพงษ์ศิริชัย4  เมื่อคืนฝนตกหนัก ตอนเช้าสูบน้ำไม่ทัน (ซึ่งมันหลายชั่วโมงมาแล้วค่ะ) ไม่แน่ใจว่าเครื่องสูบน้ำมีการตั้งการใช้งานอัตโนมัติเมื่อมีน้ำท่วมหรือป่าวค่ะ,น้ำท่วม
1. ป้ายรอรถเมล์แยกสวนมิสกวัน ทำเนียบรัฐบาลในตอนกลางคืน มีไฟให้แสงสว่างไม่เพียงพอ,"('ไฟฟ้า', 'ไฟส่องสว่าง')"
รายละเอียด รื่องที่แจ้ง ต้นโพธิ์ ริมรั้วอิฐบล็อคของที่ดิน ติดคดี กำลังจะทำให้รั้วพัง  ล้มลงมาในลำรางสาธารณะ ต้องการให้มีการเข้าไปตัดต้นไม้ออก,ต้นไม้
ทางลาดหน้าตึกทีมชำรุด,"('ทางเท้า', 'ทางเท้าชำรุด')"
จัดงานทำบุญทุกรอบ เปิดลำโพงเสีงงดังรบกวนผู้ที่อยู่อาศัยภายในซอย สุขุมวิท 93 อยากให้ยกเลิกการใช้ลำโพงเนื่องจากรบกวนทุกปี,เสียง
เสียงดังรบกวนจากวัดสุทธิสะอาดทั้งที่ไกลมาก,เสียง
ปัญหาคนจรจัดบริเวณถนนราชดำเนินกลาง ส่งผลต่อเรื่องความสะอาดในพื้นที่อยู่อาศัย มีคนจรจัดมาขับถ่ายทั้งในซอยและพื้นที่สาธารณะโดยรอบ ส่งกลิ่นรบกวนและบางทีมายืนปัสสาวะในซอยทำให้คนเดินผ่านไปมารู้สึกกังวล,คนไร้บ้าน&ขอทาน
แจ้งเรื่องถนนในซ.เฉลิมพระเกียรติ ร.9 ซ.65 แยก 2-1  ถนนเป็นหลุมบ่อ น้ำท่วมขัง มีเด็กเล็ก คนขับรถมอเตอร์ไซด์ เข้าออกซ. ล้มหลายครั้งแล้ว ให้ช่วยแก้พื้นผิวถนน ให้ด้วย,น้ำท่วม
ต้นโพธิ์ใหญ่ขึ้นพันต้นไม้จะทำให้ต้นไม้ตายได้ควรกำจัดทิ้ง,ต้นไม้
ต้องการสัญญานไฟสำหรับทางม้าลายอันใหม่ เพราะพื้นที่นี่คนขับรถเร็วและไม่หยุดให้คนข้ามถนนครับ,"('ถนน', 'ทางม้าลาย')"
คนไร้บ้านนอนบนสะพานลอยมีขยะเต็มไปหมด ไม่สามารถใช้สะพานลอยข้ามไปโรงเรียนได้เลยค่ะ ต้องข้ามถนนที่ไม่มีทางม้าลายเอาค่ะ,คนไร้บ้าน&ขอทาน
ฝนตกหนัก น้ำท่วม ซ.สีลม 3 ถ.สีลม และท่วมยาวมาตลอด ถ.นราธิวาสราชนครินทร์,น้ำท่วม
ขอความกรุณาส่งผู้เกี่ยวข้องไปดูภาพรวมคนไร้บ้านแถวดินแดงก็ได้ครับ โดยเฉพาะคนในภาพ ทำเอาบุญช่วยเพื่อนมนุษย์ครับ,คนไร้บ้าน&ขอทาน
ถูกวินมอเตอร์ไซค์ข่มขู่  ตำรวจในพื่นที่ไม่รับเรื่อง,วินมอเตอร์ไซค์
สวัสดีค่ะ อยากให้ช่วยมาทาสีทางม้าลาย เนีื่องจากสีเดิมหลุดร่อนจนแทบจะไม่เห็นแล้วค่ะ ซ.สรณคมน์ 10 เขตดอนเมือง กทม. ค่ะ,"('ถนน', 'ทางม้าลาย')"
มีเศษปูนและเสาปูนวางข้างถนน,"('ถนน', 'รถจอดขวางถนน')"
1.พื้นถนนขรุขระ,"('ถนน', 'พื้นผิวถนนชำรุด')"
จอดรถบนทางเท้า กีดขวางทาง จอดรถในที่ห้ามจอด,"('ทางเท้า', 'รถจอดขวางทางเท้า')"
ฝาท่อชำรุดค่ะ เป็นรูใหญ่ ขาเด็กลงได้เลยค่ะ เป็นทางเดินก่อนถึงโรงเรียนสันติสุขวิทยาค่ะ อันตรายมากค่ะ ถ้าเดินไม่ดูจะเกิดอุบัติเหตุได้เลยค่ะ,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
ห้องน้ำชั้น1 บริเวณใกล้แบงค์กรุงไทย เสียร่วมสามเดือนยังไม่ซ่อม,อาคารสถานที่ชำรุด
1.เรื่อง แมวจรจัด เยอะมาก,สัตว์
พอหาทางทำให้คนพิการที่ใช้รถไฟฟ้าตรงช่องนนทรีย์ สามารถลงพื้นทางเดิรโดยไม่ข้ามถนนได้ไหมคะ,การเข้าถึงของคนพิการ&ผู้สูงอายุ
